Pt (#),T (s),Vf (V),I_m (A),V_u (V),Pwr (W),Sig (V),Ach (V),Temp (degC),IE RG (#),Over (bits)
209,1050,1.11664E+000,-2.00E+00,0.00000E+000,-2.23E+00,-2.00E+00,-7.59E-05,-3.28E+02,12,..........a
210,1055,1.11622E+000,-2.00E+00,0.00000E+000,-2.23E+00,-2.00E+00,-7.49E-05,-3.28E+02,12,..........a
211,1060,1.11578E+000,-2.00E+00,0.00000E+000,-2.23E+00,-2.00E+00,-7.64E-05,-3.28E+02,12,..........a
212,1065,1.11530E+000,-2.00E+00,0.00000E+000,-2.23E+00,-2.00E+00,-7.16E-05,-3.28E+02,12,..........a
213,1070,1.11484E+000,-2.00E+00,0.00000E+000,-2.23E+00,-2.00E+00,-7.39E-05,-3.28E+02,12,..........a
214,1075,1.11441E+000,-2.00E+00,0.00000E+000,-2.23E+00,-2.00E+00,-7.06E-05,-3.28E+02,12,..........a
215,1080,1.11396E+000,-2.00E+00,0.00000E+000,-2.23E+00,-2.00E+00,-7.31E-05,-3.28E+02,12,..........a
216,1085,1.11348E+000,-2.00E+00,0.00000E+000,-2.23E+00,-2.00E+00,-7.23E-05,-3.28E+02,12,..........a
217,1090,1.11303E+000,-2.00E+00,0.00000E+000,-2.23E+00,-2.00E+00,-7.37E-05,-3.28E+02,12,..........a
218,1095,1.11259E+000,-2.00E+00,0.00000E+000,-2.23E+00,-2.00E+00,-7.10E-05,-3.28E+02,12,..........a
219,1100,1.11215E+000,-2.00E+00,0.00000E+000,-2.23E+00,-2.00E+00,-7.33E-05,-3.28E+02,12,..........a
220,1105,1.11168E+000,-2.00E+00,0.00000E+000,-2.22E+00,-2.00E+00,-7.11E-05,-3.28E+02,12,..........a
221,1110,1.11123E+000,-2.00E+00,0.00000E+000,-2.22E+00,-2.00E+00,-6.70E-05,-3.28E+02,12,..........a
222,1115,1.11079E+000,-2.00E+00,0.00000E+000,-2.22E+00,-2.00E+00,-7.20E-05,-3.28E+02,12,..........a
223,1120,1.11034E+000,-2.00E+00,0.00000E+000,-2.22E+00,-2.00E+00,-6.88E-05,-3.28E+02,12,..........a
224,1125,1.10984E+000,-2.00E+00,0.00000E+000,-2.22E+00,-2.00E+00,-6.79E-05,-3.28E+02,12,..........a
225,1130,1.10937E+000,-2.00E+00,0.00000E+000,-2.22E+00,-2.00E+00,-6.94E-05,-3.28E+02,12,..........a
226,1135,1.10891E+000,-2.00E+00,0.00000E+000,-2.22E+00,-2.00E+00,-7.16E-05,-3.28E+02,12,..........a
227,1140,1.10846E+000,-2.00E+00,0.00000E+000,-2.22E+00,-2.00E+00,-7.07E-05,-3.28E+02,12,..........a
228,1145,1.10795E+000,-2.00E+00,0.00000E+000,-2.22E+00,-2.00E+00,-6.94E-05,-3.28E+02,12,..........a
229,1150,1.10748E+000,-2.00E+00,0.00000E+000,-2.22E+00,-2.00E+00,-7.21E-05,-3.28E+02,12,..........a
230,1155,1.10703E+000,-2.00E+00,0.00000E+000,-2.22E+00,-2.00E+00,-7.44E-05,-3.28E+02,12,..........a
231,1160,1.10657E+000,-2.00E+00,0.00000E+000,-2.21E+00,-2.00E+00,-7.51E-05,-3.28E+02,12,..........a
232,1165,1.10608E+000,-2.00E+00,0.00000E+000,-2.21E+00,-2.00E+00,-7.33E-05,-3.28E+02,12,..........a
233,1170,1.10559E+000,-2.00E+00,0.00000E+000,-2.21E+00,-2.00E+00,-7.62E-05,-3.28E+02,12,..........a
234,1175,1.10512E+000,-2.00E+00,0.00000E+000,-2.21E+00,-2.00E+00,-7.51E-05,-3.28E+02,12,..........a
235,1180,1.10464E+000,-2.00E+00,0.00000E+000,-2.21E+00,-2.00E+00,-7.65E-05,-3.28E+02,12,..........a
236,1185,1.10414E+000,-2.00E+00,0.00000E+000,-2.21E+00,-2.00E+00,-7.61E-05,-3.28E+02,12,..........a
237,1190,1.10366E+000,-2.00E+00,0.00000E+000,-2.21E+00,-2.00E+00,-7.65E-05,-3.28E+02,12,..........a
238,1195,1.10319E+000,-2.00E+00,0.00000E+000,-2.21E+00,-2.00E+00,-7.87E-05,-3.28E+02,12,..........a
239,1200,1.10273E+000,-2.00E+00,0.00000E+000,-2.21E+00,-2.00E+00,-7.71E-05,-3.28E+02,12,..........a
240,1205,1.10222E+000,-2.00E+00,0.00000E+000,-2.21E+00,-2.00E+00,-7.79E-05,-3.28E+02,12,..........a
241,1210,1.10173E+000,-2.00E+00,0.00000E+000,-2.20E+00,-2.00E+00,-7.56E-05,-3.28E+02,12,..........a
242,1215,1.10127E+000,-2.00E+00,0.00000E+000,-2.20E+00,-2.00E+00,-7.37E-05,-3.28E+02,12,..........a
243,1220,1.10080E+000,-2.00E+00,0.00000E+000,-2.20E+00,-2.00E+00,-7.40E-05,-3.28E+02,12,..........a
244,1225,1.10029E+000,-2.00E+00,0.00000E+000,-2.20E+00,-2.00E+00,-7.52E-05,-3.28E+02,12,..........a
245,1230,1.09978E+000,-2.00E+00,0.00000E+000,-2.20E+00,-2.00E+00,-7.19E-05,-3.28E+02,12,..........a
246,1235,1.09932E+000,-2.00E+00,0.00000E+000,-2.20E+00,-2.00E+00,-7.22E-05,-3.28E+02,12,..........a
247,1240,1.09887E+000,-2.00E+00,0.00000E+000,-2.20E+00,-2.00E+00,-7.56E-05,-3.28E+02,12,..........a
248,1245,1.09835E+000,-2.00E+00,0.00000E+000,-2.20E+00,-2.00E+00,-7.07E-05,-3.28E+02,12,..........a
249,1250,1.09781E+000,-2.00E+00,0.00000E+000,-2.20E+00,-2.00E+00,-7.02E-05,-3.28E+02,12,..........a
250,1255,1.09733E+000,-2.00E+00,0.00000E+000,-2.20E+00,-2.00E+00,-7.50E-05,-3.28E+02,12,..........a
251,1260,1.09685E+000,-2.00E+00,0.00000E+000,-2.19E+00,-2.00E+00,-7.24E-05,-3.28E+02,12,..........a
252,1265,1.09634E+000,-2.00E+00,0.00000E+000,-2.19E+00,-2.00E+00,-7.26E-05,-3.28E+02,12,..........a
253,1270,1.09581E+000,-2.00E+00,0.00000E+000,-2.19E+00,-2.00E+00,-7.35E-05,-3.28E+02,12,..........a
254,1275,1.09531E+000,-2.00E+00,0.00000E+000,-2.19E+00,-2.00E+00,-7.42E-05,-3.28E+02,12,..........a
255,1280,1.09482E+000,-2.00E+00,0.00000E+000,-2.19E+00,-2.00E+00,-7.51E-05,-3.28E+02,12,..........a
256,1285,1.09431E+000,-2.00E+00,0.00000E+000,-2.19E+00,-2.00E+00,-7.19E-05,-3.28E+02,12,..........a
257,1290,1.09377E+000,-2.00E+00,0.00000E+000,-2.19E+00,-2.00E+00,-7.06E-05,-3.28E+02,12,..........a
258,1295,1.09324E+000,-2.00E+00,0.00000E+000,-2.19E+00,-2.00E+00,-6.90E-05,-3.28E+02,12,..........a
259,1300,1.09275E+000,-2.00E+00,0.00000E+000,-2.19E+00,-2.00E+00,-7.04E-05,-3.28E+02,12,..........a
260,1305,1.09223E+000,-2.00E+00,0.00000E+000,-2.19E+00,-2.00E+00,-6.93E-05,-3.28E+02,12,..........a
261,1310,1.09168E+000,-2.00E+00,0.00000E+000,-2.18E+00,-2.00E+00,-6.95E-05,-3.28E+02,12,..........a
262,1315,1.09115E+000,-2.00E+00,0.00000E+000,-2.18E+00,-2.00E+00,-6.63E-05,-3.28E+02,12,..........a
263,1320,1.09066E+000,-2.00E+00,0.00000E+000,-2.18E+00,-2.00E+00,-7.00E-05,-3.28E+02,12,..........a
264,1325,1.09014E+000,-2.00E+00,0.00000E+000,-2.18E+00,-2.00E+00,-7.11E-05,-3.28E+02,12,..........a
265,1330,1.08958E+000,-2.00E+00,0.00000E+000,-2.18E+00,-2.00E+00,-7.31E-05,-3.28E+02,12,..........a
266,1335,1.08904E+000,-2.00E+00,0.00000E+000,-2.18E+00,-2.00E+00,-7.21E-05,-3.28E+02,12,..........a
267,1340,1.08852E+000,-2.00E+00,0.00000E+000,-2.18E+00,-2.00E+00,-7.51E-05,-3.28E+02,12,..........a
268,1345,1.08799E+000,-2.00E+00,0.00000E+000,-2.18E+00,-2.00E+00,-7.74E-05,-3.28E+02,12,..........a
269,1350,1.08743E+000,-2.00E+00,0.00000E+000,-2.18E+00,-2.00E+00,-7.78E-05,-3.28E+02,12,..........a
270,1355,1.08686E+000,-2.00E+00,0.00000E+000,-2.17E+00,-2.00E+00,-7.33E-05,-3.28E+02,12,..........a
271,1360,1.08635E+000,-2.00E+00,0.00000E+000,-2.17E+00,-2.00E+00,-7.12E-05,-3.28E+02,12,..........a
272,1365,1.08583E+000,-2.00E+00,0.00000E+000,-2.17E+00,-2.00E+00,-6.88E-05,-3.28E+02,12,..........a
273,1370,1.08526E+000,-2.00E+00,0.00000E+000,-2.17E+00,-2.00E+00,-7.24E-05,-3.28E+02,12,..........a
274,1375,1.08469E+000,-2.00E+00,0.00000E+000,-2.17E+00,-2.00E+00,-7.33E-05,-3.28E+02,12,..........a
275,1380,1.08415E+000,-2.00E+00,0.00000E+000,-2.17E+00,-2.00E+00,-7.51E-05,-3.28E+02,12,..........a
276,1385,1.08362E+000,-2.00E+00,0.00000E+000,-2.17E+00,-2.00E+00,-7.47E-05,-3.28E+02,12,..........a
277,1390,1.08305E+000,-2.00E+00,0.00000E+000,-2.17E+00,-2.00E+00,-7.26E-05,-3.28E+02,12,..........a
278,1395,1.08246E+000,-2.00E+00,0.00000E+000,-2.17E+00,-2.00E+00,-7.09E-05,-3.28E+02,12,..........a
279,1400,1.08192E+000,-2.00E+00,0.00000E+000,-2.16E+00,-2.00E+00,-7.11E-05,-3.28E+02,12,..........a
280,1405,1.08137E+000,-2.00E+00,0.00000E+000,-2.16E+00,-2.00E+00,-7.13E-05,-3.28E+02,12,..........a
281,1410,1.08080E+000,-2.00E+00,0.00000E+000,-2.16E+00,-2.00E+00,-7.31E-05,-3.28E+02,12,..........a
282,1415,1.08020E+000,-2.00E+00,0.00000E+000,-2.16E+00,-2.00E+00,-7.41E-05,-3.28E+02,12,..........a
283,1420,1.07962E+000,-2.00E+00,0.00000E+000,-2.16E+00,-2.00E+00,-7.16E-05,-3.28E+02,12,..........a
284,1425,1.07907E+000,-2.00E+00,0.00000E+000,-2.16E+00,-2.00E+00,-7.32E-05,-3.28E+02,12,..........a
285,1430,1.07849E+000,-2.00E+00,0.00000E+000,-2.16E+00,-2.00E+00,-6.99E-05,-3.28E+02,12,..........a
286,1435,1.07788E+000,-2.00E+00,0.00000E+000,-2.16E+00,-2.00E+00,-7.20E-05,-3.28E+02,12,..........a
287,1440,1.07729E+000,-2.00E+00,0.00000E+000,-2.16E+00,-2.00E+00,-6.92E-05,-3.28E+02,12,..........a
288,1445,1.07672E+000,-2.00E+00,0.00000E+000,-2.15E+00,-2.00E+00,-7.12E-05,-3.28E+02,12,..........a
289,1450,1.07613E+000,-2.00E+00,0.00000E+000,-2.15E+00,-2.00E+00,-7.14E-05,-3.28E+02,12,..........a
290,1455,1.07551E+000,-2.00E+00,0.00000E+000,-2.15E+00,-2.00E+00,-7.18E-05,-3.28E+02,12,..........a
291,1460,1.07491E+000,-2.00E+00,0.00000E+000,-2.15E+00,-2.00E+00,-7.33E-05,-3.28E+02,12,..........a
292,1465,1.07431E+000,-2.00E+00,0.00000E+000,-2.15E+00,-2.00E+00,-7.21E-05,-3.28E+02,12,..........a
293,1470,1.07375E+000,-2.00E+00,0.00000E+000,-2.15E+00,-2.00E+00,-7.17E-05,-3.28E+02,12,..........a
294,1475,1.07311E+000,-2.00E+00,0.00000E+000,-2.15E+00,-2.00E+00,-7.27E-05,-3.28E+02,12,..........a
295,1480,1.07248E+000,-2.00E+00,0.00000E+000,-2.15E+00,-2.00E+00,-7.17E-05,-3.28E+02,12,..........a
296,1485,1.07189E+000,-2.00E+00,0.00000E+000,-2.14E+00,-2.00E+00,-7.24E-05,-3.28E+02,12,..........a
297,1490,1.07129E+000,-2.00E+00,0.00000E+000,-2.14E+00,-2.00E+00,-7.53E-05,-3.28E+02,12,..........a
298,1495,1.07065E+000,-2.00E+00,0.00000E+000,-2.14E+00,-2.00E+00,-7.68E-05,-3.28E+02,12,..........a
299,1500,1.07000E+000,-2.00E+00,0.00000E+000,-2.14E+00,-2.00E+00,-7.25E-05,-3.28E+02,12,..........a
300,1505,1.06938E+000,-2.00E+00,0.00000E+000,-2.14E+00,-2.00E+00,-6.95E-05,-3.28E+02,12,..........a
301,1510,1.06877E+000,-2.00E+00,0.00000E+000,-2.14E+00,-2.00E+00,-7.37E-05,-3.28E+02,12,..........a
302,1515,1.06812E+000,-2.00E+00,0.00000E+000,-2.14E+00,-2.00E+00,-7.48E-05,-3.28E+02,12,..........a
303,1520,1.06744E+000,-2.00E+00,0.00000E+000,-2.14E+00,-2.00E+00,-7.19E-05,-3.28E+02,12,..........a
304,1525,1.06681E+000,-2.00E+00,0.00000E+000,-2.13E+00,-2.00E+00,-7.01E-05,-3.28E+02,12,..........a
305,1530,1.06619E+000,-2.00E+00,0.00000E+000,-2.13E+00,-2.00E+00,-7.37E-05,-3.28E+02,12,..........a
306,1535,1.06553E+000,-2.00E+00,0.00000E+000,-2.13E+00,-2.00E+00,-7.47E-05,-3.28E+02,12,..........a
307,1540,1.06483E+000,-2.00E+00,0.00000E+000,-2.13E+00,-2.00E+00,-7.38E-05,-3.28E+02,12,..........a
308,1545,1.06417E+000,-2.00E+00,0.00000E+000,-2.13E+00,-2.00E+00,-7.40E-05,-3.28E+02,12,..........a
309,1550,1.06353E+000,-2.00E+00,0.00000E+000,-2.13E+00,-2.00E+00,-7.47E-05,-3.28E+02,12,..........a
310,1555,1.06287E+000,-2.00E+00,0.00000E+000,-2.13E+00,-2.00E+00,-7.30E-05,-3.28E+02,12,..........a
311,1560,1.06216E+000,-2.00E+00,0.00000E+000,-2.13E+00,-2.00E+00,-7.70E-05,-3.28E+02,12,..........a
312,1565,1.06148E+000,-2.00E+00,0.00000E+000,-2.12E+00,-2.00E+00,-7.55E-05,-3.28E+02,12,..........a
313,1570,1.06084E+000,-2.00E+00,0.00000E+000,-2.12E+00,-2.00E+00,-7.22E-05,-3.28E+02,12,..........a
314,1575,1.06017E+000,-2.00E+00,0.00000E+000,-2.12E+00,-2.00E+00,-7.20E-05,-3.28E+02,12,..........a
315,1580,1.05945E+000,-2.00E+00,0.00000E+000,-2.12E+00,-2.00E+00,-7.27E-05,-3.28E+02,12,..........a
316,1585,1.05873E+000,-2.00E+00,0.00000E+000,-2.12E+00,-2.00E+00,-7.25E-05,-3.28E+02,12,..........a
317,1590,1.05804E+000,-2.00E+00,0.00000E+000,-2.12E+00,-2.00E+00,-7.34E-05,-3.28E+02,12,..........a
318,1595,1.05734E+000,-2.00E+00,0.00000E+000,-2.12E+00,-2.00E+00,-7.50E-05,-3.28E+02,12,..........a
319,1600,1.05664E+000,-2.00E+00,0.00000E+000,-2.11E+00,-2.00E+00,-7.68E-05,-3.28E+02,12,..........a
320,1605,1.05590E+000,-2.00E+00,0.00000E+000,-2.11E+00,-2.00E+00,-7.49E-05,-3.28E+02,12,..........a
321,1610,1.05520E+000,-2.00E+00,0.00000E+000,-2.11E+00,-2.00E+00,-7.57E-05,-3.28E+02,12,..........a
322,1615,1.05449E+000,-2.00E+00,0.00000E+000,-2.11E+00,-2.00E+00,-7.25E-05,-3.28E+02,12,..........a
323,1620,1.05374E+000,-2.00E+00,0.00000E+000,-2.11E+00,-2.00E+00,-7.31E-05,-3.28E+02,12,..........a
324,1625,1.05295E+000,-2.00E+00,0.00000E+000,-2.11E+00,-2.00E+00,-7.16E-05,-3.28E+02,12,..........a
325,1630,1.05223E+000,-2.00E+00,0.00000E+000,-2.11E+00,-2.00E+00,-7.48E-05,-3.28E+02,12,..........a
326,1635,1.05150E+000,-2.00E+00,0.00000E+000,-2.10E+00,-2.00E+00,-7.42E-05,-3.28E+02,12,..........a
327,1640,1.05075E+000,-2.00E+00,0.00000E+000,-2.10E+00,-2.00E+00,-7.50E-05,-3.28E+02,12,..........a
328,1645,1.04996E+000,-2.00E+00,0.00000E+000,-2.10E+00,-2.00E+00,-7.55E-05,-3.28E+02,12,..........a
329,1650,1.04919E+000,-2.00E+00,0.00000E+000,-2.10E+00,-2.00E+00,-7.45E-05,-3.28E+02,12,..........a
330,1655,1.04845E+000,-2.00E+00,0.00000E+000,-2.10E+00,-2.00E+00,-7.19E-05,-3.28E+02,12,..........a
331,1660,1.04771E+000,-2.00E+00,0.00000E+000,-2.10E+00,-2.00E+00,-6.82E-05,-3.28E+02,12,..........a
332,1665,1.04687E+000,-2.00E+00,0.00000E+000,-2.09E+00,-2.00E+00,-7.14E-05,-3.28E+02,12,..........a
333,1670,1.04608E+000,-2.00E+00,0.00000E+000,-2.09E+00,-2.00E+00,-7.50E-05,-3.28E+02,12,..........a
334,1675,1.04529E+000,-2.00E+00,0.00000E+000,-2.09E+00,-2.00E+00,-7.63E-05,-3.28E+02,12,..........a
335,1680,1.04449E+000,-2.00E+00,0.00000E+000,-2.09E+00,-2.00E+00,-7.16E-05,-3.28E+02,12,..........a
336,1685,1.04365E+000,-2.00E+00,0.00000E+000,-2.09E+00,-2.00E+00,-7.23E-05,-3.28E+02,12,..........a
337,1690,1.04283E+000,-2.00E+00,0.00000E+000,-2.09E+00,-2.00E+00,-7.43E-05,-3.28E+02,12,..........a
338,1695,1.04201E+000,-2.00E+00,0.00000E+000,-2.08E+00,-2.00E+00,-7.30E-05,-3.28E+02,12,..........a
339,1700,1.04118E+000,-2.00E+00,0.00000E+000,-2.08E+00,-2.00E+00,-7.35E-05,-3.28E+02,12,..........a
340,1705,1.04030E+000,-2.00E+00,0.00000E+000,-2.08E+00,-2.00E+00,-7.56E-05,-3.28E+02,12,..........a
341,1710,1.03941E+000,-2.00E+00,0.00000E+000,-2.08E+00,-2.00E+00,-7.57E-05,-3.28E+02,12,..........a
342,1715,1.03857E+000,-2.00E+00,0.00000E+000,-2.08E+00,-2.00E+00,-7.45E-05,-3.28E+02,12,..........a
343,1720,1.03772E+000,-2.00E+00,0.00000E+000,-2.08E+00,-2.00E+00,-7.36E-05,-3.28E+02,12,..........a
344,1725,1.03684E+000,-2.00E+00,0.00000E+000,-2.07E+00,-2.00E+00,-7.36E-05,-3.28E+02,12,..........a
345,1730,1.03593E+000,-2.00E+00,0.00000E+000,-2.07E+00,-2.00E+00,-7.01E-05,-3.28E+02,12,..........a
346,1735,1.03506E+000,-2.00E+00,0.00000E+000,-2.07E+00,-2.00E+00,-7.08E-05,-3.28E+02,12,..........a
347,1740,1.03419E+000,-2.00E+00,0.00000E+000,-2.07E+00,-2.00E+00,-6.98E-05,-3.28E+02,12,..........a
348,1745,1.03329E+000,-2.00E+00,0.00000E+000,-2.07E+00,-2.00E+00,-6.81E-05,-3.28E+02,12,..........a
349,1750,1.03233E+000,-2.00E+00,0.00000E+000,-2.07E+00,-2.00E+00,-7.26E-05,-3.28E+02,12,..........a
350,1755,1.03140E+000,-2.00E+00,0.00000E+000,-2.06E+00,-2.00E+00,-7.13E-05,-3.28E+02,12,..........a
351,1760,1.03047E+000,-2.00E+00,0.00000E+000,-2.06E+00,-2.00E+00,-7.10E-05,-3.28E+02,12,..........a
352,1765,1.02953E+000,-2.00E+00,0.00000E+000,-2.06E+00,-2.00E+00,-7.29E-05,-3.28E+02,12,..........a
353,1770,1.02851E+000,-2.00E+00,0.00000E+000,-2.06E+00,-2.00E+00,-7.09E-05,-3.28E+02,12,..........a
354,1775,1.02755E+000,-2.00E+00,0.00000E+000,-2.06E+00,-2.00E+00,-7.25E-05,-3.28E+02,12,..........a
355,1780,1.02659E+000,-2.00E+00,0.00000E+000,-2.05E+00,-2.00E+00,-7.15E-05,-3.28E+02,12,..........a
356,1785,1.02560E+000,-2.00E+00,0.00000E+000,-2.05E+00,-2.00E+00,-6.86E-05,-3.28E+02,12,..........a
357,1790,1.02456E+000,-2.00E+00,0.00000E+000,-2.05E+00,-2.00E+00,-7.05E-05,-3.28E+02,12,..........a
358,1795,1.02353E+000,-2.00E+00,0.00000E+000,-2.05E+00,-2.00E+00,-7.44E-05,-3.28E+02,12,..........a
359,1800,1.02252E+000,-2.00E+00,0.00000E+000,-2.05E+00,-2.00E+00,-6.94E-05,-3.28E+02,12,..........a
360,1805,1.02148E+000,-2.00E+00,0.00000E+000,-2.04E+00,-2.00E+00,-7.08E-05,-3.28E+02,12,..........a
361,1810,1.02042E+000,-2.00E+00,0.00000E+000,-2.04E+00,-2.00E+00,-7.09E-05,-3.28E+02,12,..........a
362,1815,1.01933E+000,-2.00E+00,0.00000E+000,-2.04E+00,-2.00E+00,-7.07E-05,-3.28E+02,12,..........a
363,1820,1.01826E+000,-2.00E+00,0.00000E+000,-2.04E+00,-2.00E+00,-6.76E-05,-3.28E+02,12,..........a
364,1825,1.01718E+000,-2.00E+00,0.00000E+000,-2.04E+00,-2.00E+00,-6.82E-05,-3.28E+02,12,..........a
365,1830,1.01606E+000,-2.00E+00,0.00000E+000,-2.03E+00,-2.00E+00,-7.06E-05,-3.28E+02,12,..........a
366,1835,1.01490E+000,-2.00E+00,0.00000E+000,-2.03E+00,-2.00E+00,-7.18E-05,-3.28E+02,12,..........a
367,1840,1.01376E+000,-2.00E+00,0.00000E+000,-2.03E+00,-2.00E+00,-7.31E-05,-3.28E+02,12,..........a
368,1845,1.01263E+000,-2.00E+00,0.00000E+000,-2.03E+00,-2.00E+00,-7.10E-05,-3.28E+02,12,..........a
369,1850,1.01146E+000,-2.00E+00,0.00000E+000,-2.02E+00,-2.00E+00,-7.34E-05,-3.28E+02,12,..........a
370,1855,1.01025E+000,-2.00E+00,0.00000E+000,-2.02E+00,-2.00E+00,-7.22E-05,-3.28E+02,12,..........a
371,1860,1.00906E+000,-2.00E+00,0.00000E+000,-2.02E+00,-2.00E+00,-6.69E-05,-3.28E+02,12,..........a
372,1865,1.00787E+000,-2.00E+00,0.00000E+000,-2.02E+00,-2.00E+00,-6.99E-05,-3.28E+02,12,..........a
373,1870,1.00663E+000,-2.00E+00,0.00000E+000,-2.01E+00,-2.00E+00,-6.95E-05,-3.28E+02,12,..........a
374,1875,1.00538E+000,-2.00E+00,0.00000E+000,-2.01E+00,-2.00E+00,-7.25E-05,-3.28E+02,12,..........a
375,1880,1.00408E+000,-2.00E+00,0.00000E+000,-2.01E+00,-2.00E+00,-7.10E-05,-3.28E+02,12,..........a
376,1885,1.00281E+000,-2.00E+00,0.00000E+000,-2.01E+00,-2.00E+00,-7.04E-05,-3.28E+02,12,..........a
377,1890,1.00150E+000,-2.00E+00,0.00000E+000,-2.00E+00,-2.00E+00,-6.77E-05,-3.28E+02,12,..........a
378,1895,1.00016E+000,-2.00E+00,0.00000E+000,-2.00E+00,-2.00E+00,-7.08E-05,-3.28E+02,12,..........a
379,1900,9.98784E-001,-2.00E+00,0.00000E+000,-2.00E+00,-2.00E+00,-6.99E-05,-3.28E+02,12,..........a
380,1905,9.97419E-001,-2.00E+00,0.00000E+000,-2.00E+00,-2.00E+00,-7.14E-05,-3.28E+02,12,..........a
381,1910,9.96100E-001,-2.00E+00,0.00000E+000,-1.99E+00,-2.00E+00,-7.08E-05,-3.28E+02,12,..........a
382,1915,9.94695E-001,-2.00E+00,0.00000E+000,-1.99E+00,-2.00E+00,-7.07E-05,-3.28E+02,12,..........a
383,1920,9.93243E-001,-2.00E+00,0.00000E+000,-1.99E+00,-2.00E+00,-7.04E-05,-3.28E+02,12,..........a
384,1925,9.91777E-001,-2.00E+00,0.00000E+000,-1.98E+00,-2.00E+00,-7.23E-05,-3.28E+02,12,..........a
385,1930,9.90318E-001,-2.00E+00,0.00000E+000,-1.98E+00,-2.00E+00,-7.15E-05,-3.28E+02,12,..........a
386,1935,9.88809E-001,-2.00E+00,0.00000E+000,-1.98E+00,-2.00E+00,-6.99E-05,-3.28E+02,12,..........a
387,1940,9.87251E-001,-2.00E+00,0.00000E+000,-1.98E+00,-2.00E+00,-6.89E-05,-3.28E+02,12,..........a
388,1945,9.85685E-001,-2.00E+00,0.00000E+000,-1.97E+00,-2.00E+00,-7.10E-05,-3.28E+02,12,..........a
389,1950,9.84103E-001,-2.00E+00,0.00000E+000,-1.97E+00,-2.00E+00,-7.20E-05,-3.28E+02,12,..........a
390,1955,9.82497E-001,-2.00E+00,0.00000E+000,-1.97E+00,-2.00E+00,-7.05E-05,-3.28E+02,12,..........a
391,1960,9.80854E-001,-2.00E+00,0.00000E+000,-1.96E+00,-2.00E+00,-6.77E-05,-3.28E+02,12,..........a
392,1965,9.79162E-001,-2.00E+00,0.00000E+000,-1.96E+00,-2.00E+00,-6.50E-05,-3.28E+02,12,..........a
393,1970,9.77478E-001,-2.00E+00,0.00000E+000,-1.96E+00,-2.00E+00,-6.41E-05,-3.28E+02,12,..........a
394,1975,9.75766E-001,-2.00E+00,0.00000E+000,-1.95E+00,-2.00E+00,-6.62E-05,-3.28E+02,12,..........a
395,1980,9.74000E-001,-2.00E+00,0.00000E+000,-1.95E+00,-2.00E+00,-6.44E-05,-3.28E+02,12,..........a
396,1985,9.72196E-001,-2.00E+00,0.00000E+000,-1.95E+00,-2.00E+00,-6.72E-05,-3.28E+02,12,..........a
397,1990,9.70390E-001,-2.00E+00,0.00000E+000,-1.94E+00,-2.00E+00,-7.09E-05,-3.28E+02,12,..........a
398,1995,9.68550E-001,-2.00E+00,0.00000E+000,-1.94E+00,-2.00E+00,-6.73E-05,-3.28E+02,12,..........a
399,2000,9.66676E-001,-2.00E+00,0.00000E+000,-1.93E+00,-2.00E+00,-6.56E-05,-3.28E+02,12,..........a
400,2005,9.64734E-001,-2.00E+00,0.00000E+000,-1.93E+00,-2.00E+00,-6.47E-05,-3.28E+02,12,..........a
401,2010,9.62750E-001,-2.00E+00,0.00000E+000,-1.93E+00,-2.00E+00,-6.40E-05,-3.28E+02,12,..........a
402,2015,9.60757E-001,-2.00E+00,0.00000E+000,-1.92E+00,-2.00E+00,-6.35E-05,-3.28E+02,12,..........a
403,2020,9.58734E-001,-2.00E+00,0.00000E+000,-1.92E+00,-2.00E+00,-6.18E-05,-3.28E+02,12,..........a
404,2025,9.56648E-001,-2.00E+00,0.00000E+000,-1.91E+00,-2.00E+00,-6.30E-05,-3.28E+02,12,..........a
405,2030,9.54506E-001,-2.00E+00,0.00000E+000,-1.91E+00,-2.00E+00,-6.34E-05,-3.28E+02,12,..........a
406,2035,9.52344E-001,-2.00E+00,0.00000E+000,-1.91E+00,-2.00E+00,-6.46E-05,-3.28E+02,12,..........a
407,2040,9.50141E-001,-2.00E+00,0.00000E+000,-1.90E+00,-2.00E+00,-6.26E-05,-3.28E+02,12,..........a
408,2045,9.47873E-001,-2.00E+00,0.00000E+000,-1.90E+00,-2.00E+00,-6.73E-05,-3.28E+02,12,..........a
409,2050,9.45589E-001,-2.00E+00,0.00000E+000,-1.89E+00,-2.00E+00,-6.65E-05,-3.28E+02,12,..........a
410,2055,9.43251E-001,-2.00E+00,0.00000E+000,-1.89E+00,-2.00E+00,-6.54E-05,-3.28E+02,12,..........a
411,2060,9.40859E-001,-2.00E+00,0.00000E+000,-1.88E+00,-2.00E+00,-6.57E-05,-3.28E+02,12,..........a
412,2065,9.38404E-001,-2.00E+00,0.00000E+000,-1.88E+00,-2.00E+00,-6.58E-05,-3.28E+02,12,..........a
413,2070,9.35874E-001,-2.00E+00,0.00000E+000,-1.87E+00,-2.00E+00,-6.81E-05,-3.28E+02,12,..........a
414,2075,9.33292E-001,-2.00E+00,0.00000E+000,-1.87E+00,-2.00E+00,-6.55E-05,-3.28E+02,12,..........a
415,2080,9.30701E-001,-2.00E+00,0.00000E+000,-1.86E+00,-2.00E+00,-6.26E-05,-3.28E+02,12,..........a
