Pt (#),T (s),Vf (V),I_m (A),V_u (V),Pwr (W),Sig (V),Ach (V),Temp (degC),IE RG (#),Over (bits)
88,445,1.16761E+000,-2.00E+00,0.00000E+000,-2.34E+00,-2.00E+00,-7.81E-05,-3.28E+02,12,..........a
89,450,1.16721E+000,-2.00E+00,0.00000E+000,-2.34E+00,-2.00E+00,-8.14E-05,-3.28E+02,12,..........a
90,455,1.16677E+000,-2.00E+00,0.00000E+000,-2.33E+00,-2.00E+00,-7.83E-05,-3.28E+02,12,..........a
91,460,1.16632E+000,-2.00E+00,0.00000E+000,-2.33E+00,-2.00E+00,-7.83E-05,-3.28E+02,12,..........a
92,465,1.16589E+000,-2.00E+00,0.00000E+000,-2.33E+00,-2.00E+00,-7.74E-05,-3.28E+02,12,..........a
93,470,1.16549E+000,-2.00E+00,0.00000E+000,-2.33E+00,-2.00E+00,-7.94E-05,-3.28E+02,12,..........a
94,475,1.16504E+000,-2.00E+00,0.00000E+000,-2.33E+00,-2.00E+00,-7.76E-05,-3.28E+02,12,..........a
95,480,1.16458E+000,-2.00E+00,0.00000E+000,-2.33E+00,-2.00E+00,-7.45E-05,-3.28E+02,12,..........a
96,485,1.16415E+000,-2.00E+00,0.00000E+000,-2.33E+00,-2.00E+00,-7.39E-05,-3.28E+02,12,..........a
97,490,1.16376E+000,-2.00E+00,0.00000E+000,-2.33E+00,-2.00E+00,-7.66E-05,-3.28E+02,12,..........a
98,495,1.16332E+000,-2.00E+00,0.00000E+000,-2.33E+00,-2.00E+00,-7.24E-05,-3.28E+02,12,..........a
99,500,1.16286E+000,-2.00E+00,0.00000E+000,-2.33E+00,-2.00E+00,-7.24E-05,-3.28E+02,12,..........a
100,505,1.16243E+000,-2.00E+00,0.00000E+000,-2.33E+00,-2.00E+00,-6.87E-05,-3.28E+02,12,..........a
101,510,1.16204E+000,-2.00E+00,0.00000E+000,-2.33E+00,-2.00E+00,-7.64E-05,-3.28E+02,12,..........a
102,515,1.16162E+000,-2.00E+00,0.00000E+000,-2.32E+00,-2.00E+00,-7.84E-05,-3.28E+02,12,..........a
103,520,1.16116E+000,-2.00E+00,0.00000E+000,-2.32E+00,-2.00E+00,-7.77E-05,-3.28E+02,12,..........a
104,525,1.16074E+000,-2.00E+00,0.00000E+000,-2.32E+00,-2.00E+00,-7.95E-05,-3.28E+02,12,..........a
105,530,1.16034E+000,-2.00E+00,0.00000E+000,-2.32E+00,-2.00E+00,-7.93E-05,-3.28E+02,12,..........a
106,535,1.15992E+000,-2.00E+00,0.00000E+000,-2.32E+00,-2.00E+00,-7.78E-05,-3.28E+02,12,..........a
107,540,1.15947E+000,-2.00E+00,0.00000E+000,-2.32E+00,-2.00E+00,-7.64E-05,-3.28E+02,12,..........a
108,545,1.15903E+000,-2.00E+00,0.00000E+000,-2.32E+00,-2.00E+00,-7.34E-05,-3.28E+02,12,..........a
109,550,1.15863E+000,-2.00E+00,0.00000E+000,-2.32E+00,-2.00E+00,-7.83E-05,-3.28E+02,12,..........a
110,555,1.15822E+000,-2.00E+00,0.00000E+000,-2.32E+00,-2.00E+00,-7.52E-05,-3.28E+02,12,..........a
111,560,1.15778E+000,-2.00E+00,0.00000E+000,-2.32E+00,-2.00E+00,-7.75E-05,-3.28E+02,12,..........a
112,565,1.15734E+000,-2.00E+00,0.00000E+000,-2.32E+00,-2.00E+00,-7.71E-05,-3.28E+02,12,..........a
113,570,1.15694E+000,-2.00E+00,0.00000E+000,-2.31E+00,-2.00E+00,-7.22E-05,-3.28E+02,12,..........a
114,575,1.15654E+000,-2.00E+00,0.00000E+000,-2.31E+00,-2.00E+00,-7.67E-05,-3.28E+02,12,..........a
115,580,1.15610E+000,-2.00E+00,0.00000E+000,-2.31E+00,-2.00E+00,-7.63E-05,-3.28E+02,12,..........a
116,585,1.15567E+000,-2.00E+00,0.00000E+000,-2.31E+00,-2.00E+00,-7.26E-05,-3.28E+02,12,..........a
117,590,1.15528E+000,-2.00E+00,0.00000E+000,-2.31E+00,-2.00E+00,-7.27E-05,-3.28E+02,12,..........a
118,595,1.15489E+000,-2.00E+00,0.00000E+000,-2.31E+00,-2.00E+00,-7.29E-05,-3.28E+02,12,..........a
119,600,1.15443E+000,-2.00E+00,0.00000E+000,-2.31E+00,-2.00E+00,-7.21E-05,-3.28E+02,12,..........a
120,605,1.15399E+000,-2.00E+00,0.00000E+000,-2.31E+00,-2.00E+00,-7.37E-05,-3.28E+02,12,..........a
121,610,1.15360E+000,-2.00E+00,0.00000E+000,-2.31E+00,-2.00E+00,-7.35E-05,-3.28E+02,12,..........a
122,615,1.15321E+000,-2.00E+00,0.00000E+000,-2.31E+00,-2.00E+00,-7.31E-05,-3.28E+02,12,..........a
123,620,1.15279E+000,-2.00E+00,0.00000E+000,-2.31E+00,-2.00E+00,-7.40E-05,-3.28E+02,12,..........a
124,625,1.15234E+000,-2.00E+00,0.00000E+000,-2.31E+00,-2.00E+00,-7.69E-05,-3.28E+02,12,..........a
125,630,1.15196E+000,-2.00E+00,0.00000E+000,-2.30E+00,-2.00E+00,-7.48E-05,-3.28E+02,12,..........a
126,635,1.15157E+000,-2.00E+00,0.00000E+000,-2.30E+00,-2.00E+00,-7.23E-05,-3.28E+02,12,..........a
127,640,1.15116E+000,-2.00E+00,0.00000E+000,-2.30E+00,-2.00E+00,-6.85E-05,-3.28E+02,12,..........a
128,645,1.15072E+000,-2.00E+00,0.00000E+000,-2.30E+00,-2.00E+00,-7.14E-05,-3.28E+02,12,..........a
129,650,1.15036E+000,-2.00E+00,0.00000E+000,-2.30E+00,-2.00E+00,-7.32E-05,-3.28E+02,12,..........a
130,655,1.14999E+000,-2.00E+00,0.00000E+000,-2.30E+00,-2.00E+00,-7.16E-05,-3.28E+02,12,..........a
131,660,1.14956E+000,-2.00E+00,0.00000E+000,-2.30E+00,-2.00E+00,-7.11E-05,-3.28E+02,12,..........a
132,665,1.14908E+000,-2.00E+00,0.00000E+000,-2.30E+00,-2.00E+00,-7.53E-05,-3.28E+02,12,..........a
133,670,1.14868E+000,-2.00E+00,0.00000E+000,-2.30E+00,-2.00E+00,-7.00E-05,-3.28E+02,12,..........a
134,675,1.14832E+000,-2.00E+00,0.00000E+000,-2.30E+00,-2.00E+00,-6.87E-05,-3.28E+02,12,..........a
135,680,1.14789E+000,-2.00E+00,0.00000E+000,-2.30E+00,-2.00E+00,-6.92E-05,-3.28E+02,12,..........a
136,685,1.14743E+000,-2.00E+00,0.00000E+000,-2.30E+00,-2.00E+00,-7.34E-05,-3.28E+02,12,..........a
137,690,1.14703E+000,-2.00E+00,0.00000E+000,-2.30E+00,-2.00E+00,-7.74E-05,-3.28E+02,12,..........a
138,695,1.14665E+000,-2.00E+00,0.00000E+000,-2.29E+00,-2.00E+00,-7.62E-05,-3.28E+02,12,..........a
139,700,1.14623E+000,-2.00E+00,0.00000E+000,-2.29E+00,-2.00E+00,-7.42E-05,-3.28E+02,12,..........a
140,705,1.14578E+000,-2.00E+00,0.00000E+000,-2.29E+00,-2.00E+00,-7.56E-05,-3.28E+02,12,..........a
141,710,1.14539E+000,-2.00E+00,0.00000E+000,-2.29E+00,-2.00E+00,-7.47E-05,-3.28E+02,12,..........a
142,715,1.14502E+000,-2.00E+00,0.00000E+000,-2.29E+00,-2.00E+00,-7.47E-05,-3.28E+02,12,..........a
143,720,1.14460E+000,-2.00E+00,0.00000E+000,-2.29E+00,-2.00E+00,-7.16E-05,-3.28E+02,12,..........a
144,725,1.14414E+000,-2.00E+00,0.00000E+000,-2.29E+00,-2.00E+00,-7.45E-05,-3.28E+02,12,..........a
145,730,1.14373E+000,-2.00E+00,0.00000E+000,-2.29E+00,-2.00E+00,-8.04E-05,-3.28E+02,12,..........a
146,735,1.14337E+000,-2.00E+00,0.00000E+000,-2.29E+00,-2.00E+00,-7.57E-05,-3.28E+02,12,..........a
147,740,1.14294E+000,-2.00E+00,0.00000E+000,-2.29E+00,-2.00E+00,-7.10E-05,-3.28E+02,12,..........a
148,745,1.14248E+000,-2.00E+00,0.00000E+000,-2.29E+00,-2.00E+00,-7.47E-05,-3.28E+02,12,..........a
149,750,1.14209E+000,-2.00E+00,0.00000E+000,-2.29E+00,-2.00E+00,-7.12E-05,-3.28E+02,12,..........a
150,755,1.14172E+000,-2.00E+00,0.00000E+000,-2.28E+00,-2.00E+00,-6.99E-05,-3.28E+02,12,..........a
151,760,1.14127E+000,-2.00E+00,0.00000E+000,-2.28E+00,-2.00E+00,-7.39E-05,-3.28E+02,12,..........a
152,765,1.14082E+000,-2.00E+00,0.00000E+000,-2.28E+00,-2.00E+00,-7.49E-05,-3.28E+02,12,..........a
153,770,1.14043E+000,-2.00E+00,0.00000E+000,-2.28E+00,-2.00E+00,-7.74E-05,-3.28E+02,12,..........a
154,775,1.14006E+000,-2.00E+00,0.00000E+000,-2.28E+00,-2.00E+00,-7.07E-05,-3.28E+02,12,..........a
155,780,1.13962E+000,-2.00E+00,0.00000E+000,-2.28E+00,-2.00E+00,-7.12E-05,-3.28E+02,12,..........a
156,785,1.13917E+000,-2.00E+00,0.00000E+000,-2.28E+00,-2.00E+00,-7.43E-05,-3.28E+02,12,..........a
157,790,1.13876E+000,-2.00E+00,0.00000E+000,-2.28E+00,-2.00E+00,-7.35E-05,-3.28E+02,12,..........a
158,795,1.13841E+000,-2.00E+00,0.00000E+000,-2.28E+00,-2.00E+00,-7.44E-05,-3.28E+02,12,..........a
159,800,1.13799E+000,-2.00E+00,0.00000E+000,-2.28E+00,-2.00E+00,-6.93E-05,-3.28E+02,12,..........a
160,805,1.13753E+000,-2.00E+00,0.00000E+000,-2.28E+00,-2.00E+00,-7.09E-05,-3.28E+02,12,..........a
161,810,1.13713E+000,-2.00E+00,0.00000E+000,-2.28E+00,-2.00E+00,-6.87E-05,-3.28E+02,12,..........a
162,815,1.13677E+000,-2.00E+00,0.00000E+000,-2.27E+00,-2.00E+00,-6.90E-05,-3.28E+02,12,..........a
163,820,1.13635E+000,-2.00E+00,0.00000E+000,-2.27E+00,-2.00E+00,-6.70E-05,-3.28E+02,12,..........a
164,825,1.13592E+000,-2.00E+00,0.00000E+000,-2.27E+00,-2.00E+00,-7.04E-05,-3.28E+02,12,..........a
165,830,1.13551E+000,-2.00E+00,0.00000E+000,-2.27E+00,-2.00E+00,-7.37E-05,-3.28E+02,12,..........a
166,835,1.13514E+000,-2.00E+00,0.00000E+000,-2.27E+00,-2.00E+00,-7.07E-05,-3.28E+02,12,..........a
167,840,1.13471E+000,-2.00E+00,0.00000E+000,-2.27E+00,-2.00E+00,-7.09E-05,-3.28E+02,12,..........a
168,845,1.13426E+000,-2.00E+00,0.00000E+000,-2.27E+00,-2.00E+00,-6.97E-05,-3.28E+02,12,..........a
169,850,1.13383E+000,-2.00E+00,0.00000E+000,-2.27E+00,-2.00E+00,-7.33E-05,-3.28E+02,12,..........a
170,855,1.13343E+000,-2.00E+00,0.00000E+000,-2.27E+00,-2.00E+00,-7.25E-05,-3.28E+02,12,..........a
171,860,1.13302E+000,-2.00E+00,0.00000E+000,-2.27E+00,-2.00E+00,-7.45E-05,-3.28E+02,12,..........a
172,865,1.13257E+000,-2.00E+00,0.00000E+000,-2.27E+00,-2.00E+00,-7.23E-05,-3.28E+02,12,..........a
173,870,1.13215E+000,-2.00E+00,0.00000E+000,-2.27E+00,-2.00E+00,-7.21E-05,-3.28E+02,12,..........a
174,875,1.13178E+000,-2.00E+00,0.00000E+000,-2.26E+00,-2.00E+00,-7.29E-05,-3.28E+02,12,..........a
175,880,1.13135E+000,-2.00E+00,0.00000E+000,-2.26E+00,-2.00E+00,-7.37E-05,-3.28E+02,12,..........a
176,885,1.13091E+000,-2.00E+00,0.00000E+000,-2.26E+00,-2.00E+00,-7.28E-05,-3.28E+02,12,..........a
177,890,1.13048E+000,-2.00E+00,0.00000E+000,-2.26E+00,-2.00E+00,-7.36E-05,-3.28E+02,12,..........a
178,895,1.13010E+000,-2.00E+00,0.00000E+000,-2.26E+00,-2.00E+00,-7.22E-05,-3.28E+02,12,..........a
179,900,1.12967E+000,-2.00E+00,0.00000E+000,-2.26E+00,-2.00E+00,-7.45E-05,-3.28E+02,12,..........a
180,905,1.12921E+000,-2.00E+00,0.00000E+000,-2.26E+00,-2.00E+00,-7.07E-05,-3.28E+02,12,..........a
181,910,1.12878E+000,-2.00E+00,0.00000E+000,-2.26E+00,-2.00E+00,-6.85E-05,-3.28E+02,12,..........a
182,915,1.12838E+000,-2.00E+00,0.00000E+000,-2.26E+00,-2.00E+00,-7.17E-05,-3.28E+02,12,..........a
183,920,1.12796E+000,-2.00E+00,0.00000E+000,-2.26E+00,-2.00E+00,-7.54E-05,-3.28E+02,12,..........a
184,925,1.12752E+000,-2.00E+00,0.00000E+000,-2.26E+00,-2.00E+00,-7.43E-05,-3.28E+02,12,..........a
185,930,1.12709E+000,-2.00E+00,0.00000E+000,-2.26E+00,-2.00E+00,-7.78E-05,-3.28E+02,12,..........a
186,935,1.12670E+000,-2.00E+00,0.00000E+000,-2.25E+00,-2.00E+00,-7.45E-05,-3.28E+02,12,..........a
187,940,1.12627E+000,-2.00E+00,0.00000E+000,-2.25E+00,-2.00E+00,-7.54E-05,-3.28E+02,12,..........a
188,945,1.12581E+000,-2.00E+00,0.00000E+000,-2.25E+00,-2.00E+00,-7.41E-05,-3.28E+02,12,..........a
189,950,1.12538E+000,-2.00E+00,0.00000E+000,-2.25E+00,-2.00E+00,-7.93E-05,-3.28E+02,12,..........a
190,955,1.12500E+000,-2.00E+00,0.00000E+000,-2.25E+00,-2.00E+00,-8.07E-05,-3.28E+02,12,..........a
191,960,1.12456E+000,-2.00E+00,0.00000E+000,-2.25E+00,-2.00E+00,-7.78E-05,-3.28E+02,12,..........a
192,965,1.12410E+000,-2.00E+00,0.00000E+000,-2.25E+00,-2.00E+00,-7.76E-05,-3.28E+02,12,..........a
193,970,1.12367E+000,-2.00E+00,0.00000E+000,-2.25E+00,-2.00E+00,-7.87E-05,-3.28E+02,12,..........a
194,975,1.12327E+000,-2.00E+00,0.00000E+000,-2.25E+00,-2.00E+00,-7.78E-05,-3.28E+02,12,..........a
195,980,1.12282E+000,-2.00E+00,0.00000E+000,-2.25E+00,-2.00E+00,-7.78E-05,-3.28E+02,12,..........a
196,985,1.12236E+000,-2.00E+00,0.00000E+000,-2.25E+00,-2.00E+00,-7.63E-05,-3.28E+02,12,..........a
197,990,1.12192E+000,-2.00E+00,0.00000E+000,-2.24E+00,-2.00E+00,-7.64E-05,-3.28E+02,12,..........a
198,995,1.12151E+000,-2.00E+00,0.00000E+000,-2.24E+00,-2.00E+00,-7.89E-05,-3.28E+02,12,..........a
199,1000,1.12108E+000,-2.00E+00,0.00000E+000,-2.24E+00,-2.00E+00,-8.24E-05,-3.28E+02,12,..........a
200,1005,1.12062E+000,-2.00E+00,0.00000E+000,-2.24E+00,-2.00E+00,-8.06E-05,-3.28E+02,12,..........a
201,1010,1.12018E+000,-2.00E+00,0.00000E+000,-2.24E+00,-2.00E+00,-7.67E-05,-3.28E+02,12,..........a
202,1015,1.11978E+000,-2.00E+00,0.00000E+000,-2.24E+00,-2.00E+00,-7.71E-05,-3.28E+02,12,..........a
203,1020,1.11933E+000,-2.00E+00,0.00000E+000,-2.24E+00,-2.00E+00,-7.61E-05,-3.28E+02,12,..........a
204,1025,1.11886E+000,-2.00E+00,0.00000E+000,-2.24E+00,-2.00E+00,-7.62E-05,-3.28E+02,12,..........a
205,1030,1.11841E+000,-2.00E+00,0.00000E+000,-2.24E+00,-2.00E+00,-7.55E-05,-3.28E+02,12,..........a
206,1035,1.11801E+000,-2.00E+00,0.00000E+000,-2.24E+00,-2.00E+00,-7.41E-05,-3.28E+02,12,..........a
207,1040,1.11756E+000,-2.00E+00,0.00000E+000,-2.24E+00,-2.00E+00,-7.43E-05,-3.28E+02,12,..........a
208,1045,1.11709E+000,-2.00E+00,0.00000E+000,-2.24E+00,-2.00E+00,-7.64E-05,-3.28E+02,12,..........a
