Pt (#),T (s),Vf (V),I_m (A),V_u (V),Pwr (W),Sig (V),Ach (V),Temp (degC),IE RG (#),Over (bits)
15,80,1.19509E+000,-2.00E+00,0.00000E+000,-2.39E+00,-2.00E+00,-1.09E-04,-3.28E+02,12,..........a
16,85,1.19430E+000,-2.00E+00,0.00000E+000,-2.39E+00,-2.00E+00,-1.10E-04,-3.28E+02,12,..........a
17,90,1.19363E+000,-2.00E+00,0.00000E+000,-2.39E+00,-2.00E+00,-1.12E-04,-3.28E+02,12,..........a
18,95,1.19307E+000,-2.00E+00,0.00000E+000,-2.39E+00,-2.00E+00,-1.15E-04,-3.28E+02,12,..........a
19,100,1.19250E+000,-2.00E+00,0.00000E+000,-2.39E+00,-2.00E+00,-1.20E-04,-3.28E+02,12,..........a
20,105,1.19191E+000,-2.00E+00,0.00000E+000,-2.38E+00,-2.00E+00,-1.26E-04,-3.28E+02,12,..........a
21,110,1.19125E+000,-2.00E+00,0.00000E+000,-2.38E+00,-2.00E+00,-1.28E-04,-3.28E+02,12,..........a
22,115,1.19052E+000,-2.00E+00,0.00000E+000,-2.38E+00,-2.00E+00,-1.39E-04,-3.28E+02,12,..........a
23,120,1.18981E+000,-2.00E+00,0.00000E+000,-2.38E+00,-2.00E+00,-1.50E-04,-3.28E+02,12,..........a
24,125,1.18908E+000,-2.00E+00,0.00000E+000,-2.38E+00,-2.00E+00,-1.60E-04,-3.28E+02,12,..........a
25,130,1.18845E+000,-2.00E+00,0.00000E+000,-2.38E+00,-2.00E+00,-1.62E-04,-3.28E+02,12,..........a
26,135,1.18786E+000,-2.00E+00,0.00000E+000,-2.38E+00,-2.00E+00,-1.67E-04,-3.28E+02,12,..........a
27,140,1.18711E+000,-2.00E+00,0.00000E+000,-2.37E+00,-2.00E+00,-1.87E-04,-3.28E+02,12,..........a
28,145,1.18658E+000,-2.00E+00,0.00000E+000,-2.37E+00,-2.00E+00,-1.87E-04,-3.28E+02,12,..........a
29,150,1.18590E+000,-2.00E+00,0.00000E+000,-2.37E+00,-2.00E+00,-1.89E-04,-3.28E+02,12,..........a
30,155,1.18530E+000,-2.00E+00,0.00000E+000,-2.37E+00,-2.00E+00,-1.90E-04,-3.28E+02,12,..........a
31,160,1.18475E+000,-2.00E+00,0.00000E+000,-2.37E+00,-2.00E+00,-1.93E-04,-3.28E+02,12,..........a
32,165,1.18406E+000,-2.00E+00,0.00000E+000,-2.37E+00,-2.00E+00,-1.92E-04,-3.28E+02,12,..........a
33,170,1.18353E+000,-2.00E+00,0.00000E+000,-2.37E+00,-2.00E+00,-1.92E-04,-3.28E+02,12,..........a
34,175,1.18294E+000,-2.00E+00,0.00000E+000,-2.37E+00,-2.00E+00,-1.93E-04,-3.28E+02,12,..........a
35,180,1.18228E+000,-2.00E+00,0.00000E+000,-2.37E+00,-2.00E+00,-1.87E-04,-3.28E+02,12,..........a
36,185,1.18173E+000,-2.00E+00,0.00000E+000,-2.36E+00,-2.00E+00,-1.88E-04,-3.28E+02,12,..........a
37,190,1.18107E+000,-2.00E+00,0.00000E+000,-2.36E+00,-2.00E+00,-1.91E-04,-3.28E+02,12,..........a
38,195,1.18048E+000,-2.00E+00,0.00000E+000,-2.36E+00,-2.00E+00,-1.89E-04,-3.28E+02,12,..........a
39,200,1.17991E+000,-2.00E+00,0.00000E+000,-2.36E+00,-2.00E+00,-1.89E-04,-3.28E+02,12,..........a
40,205,1.17930E+000,-2.00E+00,0.00000E+000,-2.36E+00,-2.00E+00,-1.86E-04,-3.28E+02,12,..........a
41,210,1.17874E+000,-2.00E+00,0.00000E+000,-2.36E+00,-2.00E+00,-1.79E-04,-3.28E+02,12,..........a
42,215,1.17814E+000,-2.00E+00,0.00000E+000,-2.36E+00,-2.00E+00,-1.75E-04,-3.28E+02,12,..........a
43,220,1.17755E+000,-2.00E+00,0.00000E+000,-2.36E+00,-2.00E+00,-1.77E-04,-3.28E+02,12,..........a
44,225,1.17701E+000,-2.00E+00,0.00000E+000,-2.35E+00,-2.00E+00,-1.82E-04,-3.28E+02,12,..........a
45,230,1.17642E+000,-2.00E+00,0.00000E+000,-2.35E+00,-2.00E+00,-1.78E-04,-3.28E+02,12,..........a
46,235,1.17587E+000,-2.00E+00,0.00000E+000,-2.35E+00,-2.00E+00,-1.78E-04,-3.28E+02,12,..........a
47,240,1.17534E+000,-2.00E+00,0.00000E+000,-2.35E+00,-2.00E+00,-1.84E-04,-3.28E+02,12,..........a
48,245,1.17475E+000,-2.00E+00,0.00000E+000,-2.35E+00,-2.00E+00,-1.93E-04,-3.28E+02,12,..........a
49,250,1.17420E+000,-2.00E+00,0.00000E+000,-2.35E+00,-2.00E+00,-1.88E-04,-3.28E+02,12,..........a
50,255,1.17366E+000,-2.00E+00,0.00000E+000,-2.35E+00,-2.00E+00,-1.85E-04,-3.28E+02,12,..........a
51,260,1.17308E+000,-2.00E+00,0.00000E+000,-2.35E+00,-2.00E+00,-1.83E-04,-3.28E+02,12,..........a
52,265,1.17254E+000,-2.00E+00,0.00000E+000,-2.35E+00,-2.00E+00,-1.78E-04,-3.28E+02,12,..........a
53,270,1.17199E+000,-2.00E+00,0.00000E+000,-2.34E+00,-2.00E+00,-1.81E-04,-3.28E+02,12,..........a
54,275,1.17145E+000,-2.00E+00,0.00000E+000,-2.34E+00,-2.00E+00,-1.82E-04,-3.28E+02,12,..........a
55,280,1.17093E+000,-2.00E+00,0.00000E+000,-2.34E+00,-2.00E+00,-1.90E-04,-3.28E+02,12,..........a
56,285,1.17039E+000,-2.00E+00,0.00000E+000,-2.34E+00,-2.00E+00,-1.87E-04,-3.28E+02,12,..........a
57,290,1.16984E+000,-2.00E+00,0.00000E+000,-2.34E+00,-2.00E+00,-1.96E-04,-3.28E+02,12,..........a
58,295,1.16930E+000,-2.00E+00,0.00000E+000,-2.34E+00,-2.00E+00,-2.03E-04,-3.28E+02,12,..........a
59,300,1.16877E+000,-2.00E+00,0.00000E+000,-2.34E+00,-2.00E+00,-2.03E-04,-3.28E+02,12,..........a
60,305,1.16826E+000,-2.00E+00,0.00000E+000,-2.34E+00,-2.00E+00,-2.05E-04,-3.28E+02,12,..........a
61,310,1.16773E+000,-2.00E+00,0.00000E+000,-2.34E+00,-2.00E+00,-2.06E-04,-3.28E+02,12,..........a
62,315,1.16721E+000,-2.00E+00,0.00000E+000,-2.34E+00,-2.00E+00,-2.07E-04,-3.28E+02,12,..........a
63,320,1.16668E+000,-2.00E+00,0.00000E+000,-2.33E+00,-2.00E+00,-1.98E-04,-3.28E+02,12,..........a
64,325,1.16616E+000,-2.00E+00,0.00000E+000,-2.33E+00,-2.00E+00,-2.05E-04,-3.28E+02,12,..........a
65,330,1.16563E+000,-2.00E+00,0.00000E+000,-2.33E+00,-2.00E+00,-2.17E-04,-3.28E+02,12,..........a
66,335,1.16512E+000,-2.00E+00,0.00000E+000,-2.33E+00,-2.00E+00,-2.18E-04,-3.28E+02,12,..........a
67,340,1.16461E+000,-2.00E+00,0.00000E+000,-2.33E+00,-2.00E+00,-2.14E-04,-3.28E+02,12,..........a
68,345,1.16410E+000,-2.00E+00,0.00000E+000,-2.33E+00,-2.00E+00,-2.17E-04,-3.28E+02,12,..........a
69,350,1.16360E+000,-2.00E+00,0.00000E+000,-2.33E+00,-2.00E+00,-2.16E-04,-3.28E+02,12,..........a
70,355,1.16310E+000,-2.00E+00,0.00000E+000,-2.33E+00,-2.00E+00,-2.18E-04,-3.28E+02,12,..........a
71,360,1.16259E+000,-2.00E+00,0.00000E+000,-2.33E+00,-2.00E+00,-2.18E-04,-3.28E+02,12,..........a
72,365,1.16210E+000,-2.00E+00,0.00000E+000,-2.32E+00,-2.00E+00,-2.19E-04,-3.28E+02,12,..........a
73,370,1.16161E+000,-2.00E+00,0.00000E+000,-2.32E+00,-2.00E+00,-2.09E-04,-3.28E+02,12,..........a
74,375,1.16110E+000,-2.00E+00,0.00000E+000,-2.32E+00,-2.00E+00,-2.16E-04,-3.28E+02,12,..........a
75,380,1.16060E+000,-2.00E+00,0.00000E+000,-2.32E+00,-2.00E+00,-2.15E-04,-3.28E+02,12,..........a
76,385,1.16011E+000,-2.00E+00,0.00000E+000,-2.32E+00,-2.00E+00,-2.12E-04,-3.28E+02,12,..........a
77,390,1.15959E+000,-2.00E+00,0.00000E+000,-2.32E+00,-2.00E+00,-2.15E-04,-3.28E+02,12,..........a
78,395,1.15911E+000,-2.00E+00,0.00000E+000,-2.32E+00,-2.00E+00,-2.11E-04,-3.28E+02,12,..........a
79,400,1.15863E+000,-2.00E+00,0.00000E+000,-2.32E+00,-2.00E+00,-2.05E-04,-3.28E+02,12,..........a
80,405,1.15814E+000,-2.00E+00,0.00000E+000,-2.32E+00,-2.00E+00,-2.06E-04,-3.28E+02,12,..........a
81,410,1.15766E+000,-2.00E+00,0.00000E+000,-2.32E+00,-2.00E+00,-2.06E-04,-3.28E+02,12,..........a
82,415,1.15717E+000,-2.00E+00,0.00000E+000,-2.32E+00,-2.00E+00,-2.03E-04,-3.28E+02,12,..........a
83,420,1.15667E+000,-2.00E+00,0.00000E+000,-2.31E+00,-2.00E+00,-2.00E-04,-3.28E+02,12,..........a
84,425,1.15617E+000,-2.00E+00,0.00000E+000,-2.31E+00,-2.00E+00,-1.96E-04,-3.28E+02,12,..........a
85,430,1.15568E+000,-2.00E+00,0.00000E+000,-2.31E+00,-2.00E+00,-1.95E-04,-3.28E+02,12,..........a
86,435,1.15520E+000,-2.00E+00,0.00000E+000,-2.31E+00,-2.00E+00,-1.91E-04,-3.28E+02,12,..........a
87,440,1.15473E+000,-2.00E+00,0.00000E+000,-2.31E+00,-2.00E+00,-1.89E-04,-3.28E+02,12,..........a
88,445,1.15427E+000,-2.00E+00,0.00000E+000,-2.31E+00,-2.00E+00,-1.84E-04,-3.28E+02,12,..........a
89,450,1.15380E+000,-2.00E+00,0.00000E+000,-2.31E+00,-2.00E+00,-1.88E-04,-3.28E+02,12,..........a
90,455,1.15331E+000,-2.00E+00,0.00000E+000,-2.31E+00,-2.00E+00,-1.79E-04,-3.28E+02,12,..........a
91,460,1.15283E+000,-2.00E+00,0.00000E+000,-2.31E+00,-2.00E+00,-1.76E-04,-3.28E+02,12,..........a
92,465,1.15235E+000,-2.00E+00,0.00000E+000,-2.31E+00,-2.00E+00,-1.76E-04,-3.28E+02,12,..........a
93,470,1.15188E+000,-2.00E+00,0.00000E+000,-2.30E+00,-2.00E+00,-1.75E-04,-3.28E+02,12,..........a
94,475,1.15141E+000,-2.00E+00,0.00000E+000,-2.30E+00,-2.00E+00,-1.72E-04,-3.28E+02,12,..........a
95,480,1.15095E+000,-2.00E+00,0.00000E+000,-2.30E+00,-2.00E+00,-1.72E-04,-3.28E+02,12,..........a
96,485,1.15050E+000,-2.00E+00,0.00000E+000,-2.30E+00,-2.00E+00,-1.66E-04,-3.28E+02,12,..........a
97,490,1.15000E+000,-2.00E+00,0.00000E+000,-2.30E+00,-2.00E+00,-1.65E-04,-3.28E+02,12,..........a
98,495,1.14955E+000,-2.00E+00,0.00000E+000,-2.30E+00,-2.00E+00,-1.67E-04,-3.28E+02,12,..........a
99,500,1.14908E+000,-2.00E+00,0.00000E+000,-2.30E+00,-2.00E+00,-1.68E-04,-3.28E+02,12,..........a
100,505,1.14859E+000,-2.00E+00,0.00000E+000,-2.30E+00,-2.00E+00,-1.63E-04,-3.28E+02,12,..........a
101,510,1.14811E+000,-2.00E+00,0.00000E+000,-2.30E+00,-2.00E+00,-1.61E-04,-3.28E+02,12,..........a
102,515,1.14767E+000,-2.00E+00,0.00000E+000,-2.30E+00,-2.00E+00,-1.61E-04,-3.28E+02,12,..........a
103,520,1.14720E+000,-2.00E+00,0.00000E+000,-2.30E+00,-2.00E+00,-1.62E-04,-3.28E+02,12,..........a
104,525,1.14671E+000,-2.00E+00,0.00000E+000,-2.29E+00,-2.00E+00,-1.61E-04,-3.28E+02,12,..........a
105,530,1.14625E+000,-2.00E+00,0.00000E+000,-2.29E+00,-2.00E+00,-1.63E-04,-3.28E+02,12,..........a
106,535,1.14578E+000,-2.00E+00,0.00000E+000,-2.29E+00,-2.00E+00,-1.63E-04,-3.28E+02,12,..........a
107,540,1.14530E+000,-2.00E+00,0.00000E+000,-2.29E+00,-2.00E+00,-1.64E-04,-3.28E+02,12,..........a
108,545,1.14483E+000,-2.00E+00,0.00000E+000,-2.29E+00,-2.00E+00,-1.60E-04,-3.28E+02,12,..........a
109,550,1.14438E+000,-2.00E+00,0.00000E+000,-2.29E+00,-2.00E+00,-1.60E-04,-3.28E+02,12,..........a
110,555,1.14390E+000,-2.00E+00,0.00000E+000,-2.29E+00,-2.00E+00,-1.58E-04,-3.28E+02,12,..........a
111,560,1.14340E+000,-2.00E+00,0.00000E+000,-2.29E+00,-2.00E+00,-1.59E-04,-3.28E+02,12,..........a
112,565,1.14296E+000,-2.00E+00,0.00000E+000,-2.29E+00,-2.00E+00,-1.59E-04,-3.28E+02,12,..........a
113,570,1.14249E+000,-2.00E+00,0.00000E+000,-2.29E+00,-2.00E+00,-1.63E-04,-3.28E+02,12,..........a
114,575,1.14201E+000,-2.00E+00,0.00000E+000,-2.28E+00,-2.00E+00,-1.61E-04,-3.28E+02,12,..........a
115,580,1.14154E+000,-2.00E+00,0.00000E+000,-2.28E+00,-2.00E+00,-1.60E-04,-3.28E+02,12,..........a
116,585,1.14107E+000,-2.00E+00,0.00000E+000,-2.28E+00,-2.00E+00,-1.58E-04,-3.28E+02,12,..........a
117,590,1.14060E+000,-2.00E+00,0.00000E+000,-2.28E+00,-2.00E+00,-1.60E-04,-3.28E+02,12,..........a
118,595,1.14012E+000,-2.00E+00,0.00000E+000,-2.28E+00,-2.00E+00,-1.58E-04,-3.28E+02,12,..........a
119,600,1.13967E+000,-2.00E+00,0.00000E+000,-2.28E+00,-2.00E+00,-1.56E-04,-3.28E+02,12,..........a
120,605,1.13921E+000,-2.00E+00,0.00000E+000,-2.28E+00,-2.00E+00,-1.54E-04,-3.28E+02,12,..........a
121,610,1.13872E+000,-2.00E+00,0.00000E+000,-2.28E+00,-2.00E+00,-1.55E-04,-3.28E+02,12,..........a
122,615,1.13826E+000,-2.00E+00,0.00000E+000,-2.28E+00,-2.00E+00,-1.53E-04,-3.28E+02,12,..........a
123,620,1.13779E+000,-2.00E+00,0.00000E+000,-2.28E+00,-2.00E+00,-1.54E-04,-3.28E+02,12,..........a
124,625,1.13721E+000,-2.00E+00,0.00000E+000,-2.28E+00,-2.00E+00,-1.56E-04,-3.28E+02,12,..........a
125,630,1.13680E+000,-2.00E+00,0.00000E+000,-2.27E+00,-2.00E+00,-1.54E-04,-3.28E+02,12,..........a
126,635,1.13637E+000,-2.00E+00,0.00000E+000,-2.27E+00,-2.00E+00,-1.51E-04,-3.28E+02,12,..........a
127,640,1.13580E+000,-2.00E+00,0.00000E+000,-2.27E+00,-2.00E+00,-1.51E-04,-3.28E+02,12,..........a
128,645,1.13534E+000,-2.00E+00,0.00000E+000,-2.27E+00,-2.00E+00,-1.49E-04,-3.28E+02,12,..........a
129,650,1.13495E+000,-2.00E+00,0.00000E+000,-2.27E+00,-2.00E+00,-1.50E-04,-3.28E+02,12,..........a
130,655,1.13444E+000,-2.00E+00,0.00000E+000,-2.27E+00,-2.00E+00,-1.51E-04,-3.28E+02,12,..........a
131,660,1.13387E+000,-2.00E+00,0.00000E+000,-2.27E+00,-2.00E+00,-1.54E-04,-3.28E+02,12,..........a
132,665,1.13348E+000,-2.00E+00,0.00000E+000,-2.27E+00,-2.00E+00,-1.56E-04,-3.28E+02,12,..........a
133,670,1.13301E+000,-2.00E+00,0.00000E+000,-2.27E+00,-2.00E+00,-1.56E-04,-3.28E+02,12,..........a
134,675,1.13246E+000,-2.00E+00,0.00000E+000,-2.27E+00,-2.00E+00,-1.55E-04,-3.28E+02,12,..........a
135,680,1.13203E+000,-2.00E+00,0.00000E+000,-2.26E+00,-2.00E+00,-1.55E-04,-3.28E+02,12,..........a
136,685,1.13159E+000,-2.00E+00,0.00000E+000,-2.26E+00,-2.00E+00,-1.53E-04,-3.28E+02,12,..........a
137,690,1.13106E+000,-2.00E+00,0.00000E+000,-2.26E+00,-2.00E+00,-1.56E-04,-3.28E+02,12,..........a
138,695,1.13056E+000,-2.00E+00,0.00000E+000,-2.26E+00,-2.00E+00,-1.53E-04,-3.28E+02,12,..........a
139,700,1.13014E+000,-2.00E+00,0.00000E+000,-2.26E+00,-2.00E+00,-1.55E-04,-3.28E+02,12,..........a
140,705,1.12966E+000,-2.00E+00,0.00000E+000,-2.26E+00,-2.00E+00,-1.53E-04,-3.28E+02,12,..........a
141,710,1.12912E+000,-2.00E+00,0.00000E+000,-2.26E+00,-2.00E+00,-1.53E-04,-3.28E+02,12,..........a
142,715,1.12867E+000,-2.00E+00,0.00000E+000,-2.26E+00,-2.00E+00,-1.52E-04,-3.28E+02,12,..........a
143,720,1.12819E+000,-2.00E+00,0.00000E+000,-2.26E+00,-2.00E+00,-1.51E-04,-3.28E+02,12,..........a
144,725,1.12766E+000,-2.00E+00,0.00000E+000,-2.26E+00,-2.00E+00,-1.54E-04,-3.28E+02,12,..........a
145,730,1.12719E+000,-2.00E+00,0.00000E+000,-2.26E+00,-2.00E+00,-1.57E-04,-3.28E+02,12,..........a
146,735,1.12672E+000,-2.00E+00,0.00000E+000,-2.25E+00,-2.00E+00,-1.59E-04,-3.28E+02,12,..........a
147,740,1.12618E+000,-2.00E+00,0.00000E+000,-2.25E+00,-2.00E+00,-1.53E-04,-3.28E+02,12,..........a
148,745,1.12568E+000,-2.00E+00,0.00000E+000,-2.25E+00,-2.00E+00,-1.52E-04,-3.28E+02,12,..........a
149,750,1.12525E+000,-2.00E+00,0.00000E+000,-2.25E+00,-2.00E+00,-1.48E-04,-3.28E+02,12,..........a
150,755,1.12475E+000,-2.00E+00,0.00000E+000,-2.25E+00,-2.00E+00,-1.48E-04,-3.28E+02,12,..........a
151,760,1.12423E+000,-2.00E+00,0.00000E+000,-2.25E+00,-2.00E+00,-1.49E-04,-3.28E+02,12,..........a
152,765,1.12376E+000,-2.00E+00,0.00000E+000,-2.25E+00,-2.00E+00,-1.52E-04,-3.28E+02,12,..........a
153,770,1.12325E+000,-2.00E+00,0.00000E+000,-2.25E+00,-2.00E+00,-1.51E-04,-3.28E+02,12,..........a
154,775,1.12271E+000,-2.00E+00,0.00000E+000,-2.25E+00,-2.00E+00,-1.49E-04,-3.28E+02,12,..........a
155,780,1.12224E+000,-2.00E+00,0.00000E+000,-2.25E+00,-2.00E+00,-1.47E-04,-3.28E+02,12,..........a
156,785,1.12175E+000,-2.00E+00,0.00000E+000,-2.24E+00,-2.00E+00,-1.47E-04,-3.28E+02,12,..........a
157,790,1.12120E+000,-2.00E+00,0.00000E+000,-2.24E+00,-2.00E+00,-1.47E-04,-3.28E+02,12,..........a
158,795,1.12070E+000,-2.00E+00,0.00000E+000,-2.24E+00,-2.00E+00,-1.49E-04,-3.28E+02,12,..........a
159,800,1.12021E+000,-2.00E+00,0.00000E+000,-2.24E+00,-2.00E+00,-1.51E-04,-3.28E+02,12,..........a
160,805,1.11968E+000,-2.00E+00,0.00000E+000,-2.24E+00,-2.00E+00,-1.51E-04,-3.28E+02,12,..........a
161,810,1.11917E+000,-2.00E+00,0.00000E+000,-2.24E+00,-2.00E+00,-1.50E-04,-3.28E+02,12,..........a
162,815,1.11867E+000,-2.00E+00,0.00000E+000,-2.24E+00,-2.00E+00,-1.47E-04,-3.28E+02,12,..........a
163,820,1.11814E+000,-2.00E+00,0.00000E+000,-2.24E+00,-2.00E+00,-1.48E-04,-3.28E+02,12,..........a
164,825,1.11762E+000,-2.00E+00,0.00000E+000,-2.24E+00,-2.00E+00,-1.52E-04,-3.28E+02,12,..........a
165,830,1.11711E+000,-2.00E+00,0.00000E+000,-2.23E+00,-2.00E+00,-1.51E-04,-3.28E+02,12,..........a
166,835,1.11658E+000,-2.00E+00,0.00000E+000,-2.23E+00,-2.00E+00,-1.52E-04,-3.28E+02,12,..........a
167,840,1.11607E+000,-2.00E+00,0.00000E+000,-2.23E+00,-2.00E+00,-1.51E-04,-3.28E+02,12,..........a
168,845,1.11555E+000,-2.00E+00,0.00000E+000,-2.23E+00,-2.00E+00,-1.55E-04,-3.28E+02,12,..........a
169,850,1.11502E+000,-2.00E+00,0.00000E+000,-2.23E+00,-2.00E+00,-1.55E-04,-3.28E+02,12,..........a
170,855,1.11448E+000,-2.00E+00,0.00000E+000,-2.23E+00,-2.00E+00,-1.50E-04,-3.28E+02,12,..........a
171,860,1.11396E+000,-2.00E+00,0.00000E+000,-2.23E+00,-2.00E+00,-1.50E-04,-3.28E+02,12,..........a
172,865,1.11345E+000,-2.00E+00,0.00000E+000,-2.23E+00,-2.00E+00,-1.51E-04,-3.28E+02,12,..........a
173,870,1.11292E+000,-2.00E+00,0.00000E+000,-2.23E+00,-2.00E+00,-1.51E-04,-3.28E+02,12,..........a
174,875,1.11237E+000,-2.00E+00,0.00000E+000,-2.23E+00,-2.00E+00,-1.54E-04,-3.28E+02,12,..........a
175,880,1.11170E+000,-2.00E+00,0.00000E+000,-2.22E+00,-2.00E+00,-1.50E-04,-3.28E+02,12,..........a
176,885,1.11123E+000,-2.00E+00,0.00000E+000,-2.22E+00,-2.00E+00,-1.48E-04,-3.28E+02,12,..........a
177,890,1.11077E+000,-2.00E+00,0.00000E+000,-2.22E+00,-2.00E+00,-1.49E-04,-3.28E+02,12,..........a
178,895,1.11014E+000,-2.00E+00,0.00000E+000,-2.22E+00,-2.00E+00,-1.44E-04,-3.28E+02,12,..........a
179,900,1.10964E+000,-2.00E+00,0.00000E+000,-2.22E+00,-2.00E+00,-1.44E-04,-3.28E+02,12,..........a
180,905,1.10916E+000,-2.00E+00,0.00000E+000,-2.22E+00,-2.00E+00,-1.44E-04,-3.28E+02,12,..........a
181,910,1.10853E+000,-2.00E+00,0.00000E+000,-2.22E+00,-2.00E+00,-1.42E-04,-3.28E+02,12,..........a
182,915,1.10801E+000,-2.00E+00,0.00000E+000,-2.22E+00,-2.00E+00,-1.42E-04,-3.28E+02,12,..........a
183,920,1.10752E+000,-2.00E+00,0.00000E+000,-2.22E+00,-2.00E+00,-1.41E-04,-3.28E+02,12,..........a
184,925,1.10689E+000,-2.00E+00,0.00000E+000,-2.21E+00,-2.00E+00,-1.43E-04,-3.28E+02,12,..........a
185,930,1.10638E+000,-2.00E+00,0.00000E+000,-2.21E+00,-2.00E+00,-1.44E-04,-3.28E+02,12,..........a
186,935,1.10585E+000,-2.00E+00,0.00000E+000,-2.21E+00,-2.00E+00,-1.44E-04,-3.28E+02,12,..........a
187,940,1.10521E+000,-2.00E+00,0.00000E+000,-2.21E+00,-2.00E+00,-1.42E-04,-3.28E+02,12,..........a
188,945,1.10470E+000,-2.00E+00,0.00000E+000,-2.21E+00,-2.00E+00,-1.40E-04,-3.28E+02,12,..........a
189,950,1.10417E+000,-2.00E+00,0.00000E+000,-2.21E+00,-2.00E+00,-1.40E-04,-3.28E+02,12,..........a
190,955,1.10356E+000,-2.00E+00,0.00000E+000,-2.21E+00,-2.00E+00,-1.41E-04,-3.28E+02,12,..........a
191,960,1.10304E+000,-2.00E+00,0.00000E+000,-2.21E+00,-2.00E+00,-1.44E-04,-3.28E+02,12,..........a
192,965,1.10248E+000,-2.00E+00,0.00000E+000,-2.21E+00,-2.00E+00,-1.42E-04,-3.28E+02,12,..........a
193,970,1.10186E+000,-2.00E+00,0.00000E+000,-2.20E+00,-2.00E+00,-1.38E-04,-3.28E+02,12,..........a
194,975,1.10136E+000,-2.00E+00,0.00000E+000,-2.20E+00,-2.00E+00,-1.41E-04,-3.28E+02,12,..........a
195,980,1.10079E+000,-2.00E+00,0.00000E+000,-2.20E+00,-2.00E+00,-1.42E-04,-3.28E+02,12,..........a
196,985,1.10018E+000,-2.00E+00,0.00000E+000,-2.20E+00,-2.00E+00,-1.35E-04,-3.28E+02,12,..........a
197,990,1.09965E+000,-2.00E+00,0.00000E+000,-2.20E+00,-2.00E+00,-1.35E-04,-3.28E+02,12,..........a
198,995,1.09908E+000,-2.00E+00,0.00000E+000,-2.20E+00,-2.00E+00,-1.39E-04,-3.28E+02,12,..........a
199,1000,1.09851E+000,-2.00E+00,0.00000E+000,-2.20E+00,-2.00E+00,-1.39E-04,-3.28E+02,12,..........a
200,1005,1.09796E+000,-2.00E+00,0.00000E+000,-2.20E+00,-2.00E+00,-1.37E-04,-3.28E+02,12,..........a
201,1010,1.09736E+000,-2.00E+00,0.00000E+000,-2.20E+00,-2.00E+00,-1.40E-04,-3.28E+02,12,..........a
202,1015,1.09677E+000,-2.00E+00,0.00000E+000,-2.19E+00,-2.00E+00,-1.39E-04,-3.28E+02,12,..........a
203,1020,1.09618E+000,-2.00E+00,0.00000E+000,-2.19E+00,-2.00E+00,-1.38E-04,-3.28E+02,12,..........a
204,1025,1.09557E+000,-2.00E+00,0.00000E+000,-2.19E+00,-2.00E+00,-1.35E-04,-3.28E+02,12,..........a
205,1030,1.09500E+000,-2.00E+00,0.00000E+000,-2.19E+00,-2.00E+00,-1.36E-04,-3.28E+02,12,..........a
206,1035,1.09440E+000,-2.00E+00,0.00000E+000,-2.19E+00,-2.00E+00,-1.34E-04,-3.28E+02,12,..........a
207,1040,1.09377E+000,-2.00E+00,0.00000E+000,-2.19E+00,-2.00E+00,-1.29E-04,-3.28E+02,12,..........a
208,1045,1.09317E+000,-2.00E+00,0.00000E+000,-2.19E+00,-2.00E+00,-1.34E-04,-3.28E+02,12,..........a
